SeqNo,text,hashtags,comments,likes
1443,1443,"-
One big part of my journals has been and will always be lots of pages about an angel that I've met here, Amina ❤ She is the best, she's funny, kind, supportive, beautiful, talented! And the most important is that she is a good person and this means more than we all think it does. Her heart is pure gold, her advice can save you, she cares about others, she truly does, and these are not common in our days. I'm so glad to have you in my life and I don't wanna write more 'cause I have already texted you! Thank you for everything, I love you! 😭😍🙏✨💓 + sorry that I dont post anything special but I have too much for school and it shouldnt matter but... :( ilysm @soulwatson
@emmawatson #emmawatson",heforshe,"|#emmawatson #watsonmyhome #watsoner #emmawatsonfanpage #emmawatsonfan #emma #watson #emmacharlotteduerrewatson #harrypotter #hermionegranger #beautyandthebeast #belle #theperksofbeingwallflower #thecircle #emmawatsonedit #emmawatsonlover #idol #rolemodel #feminism #heforshe #iloveher #werespectemma|the caption is so cute aww💞u are an amazing friend|Omg|I love this|Everything about it! ❤️|omg don't say this isn't special|it is!|wow this means so much to me|you're the purest person on earth|i truly don't deserve you|i'm so glad to know you and to be a part of your life|i love you so much, i have no words for it|Hi|Me to.|💘|I think im addicted. Is there a therpaist for a Emma addiction? 😍😍😍|Genius!!|Basically, she's Hermione!💙",1064
1444,1444,"#climatejustice, #Europe, #LGBTrights, #genderequality, #democracy — there are many reasons to get involved. So awesome to see the #globalclinatestrike in #Berlin today. Change is coming.

#makingadifference #tunwirwas #climatestrike #noplanetb #thereisnotplanetb #klimaschutz #changemaker #changemaking #heforshe #socialactivism #changetheworld #worldchangers #bethechange #powerofanidea #gratitudedaily #abetterworldispossible #activism #politicalactivist #berliner #berlintagundnacht #brandenburggate",heforshe,"|OMG 🌈😍|🏳️‍🌈🇪🇺🙌|❤️🙌|I love @aileenenglishtutor‘s bag in this, too. Nice. 👍|👏🏽👏🏽🇪🇺🏳️‍🌈|😍😍😍|The Berlin strike looked massive! 🎉 (also where can I get one of those flags?)|You are an author right? ..",346
1445,1445,"With #gunda.....😂
#heforshe 
#throwback",heforshe,|😂😆😆😆|👍👍👍|👌👌👌👌|Hero bhai|Hum ko vi kabhi sath ma la chalo bhai,100
1446,1446,"My students participated in a Socratic seminar yesterday that I can’t get out of my head. It began as a conversation of discrimination against women, but it became a discussion of stereotypes that are harmful for both women and men. 
Particularly the idea that all athletes (male) are macho, sexist, perverts was particularly offensive. Y’all... I have to admit that I believed the stereotype to a point. I was ashamed of myself as I like to think of myself as aware and open, but on that point I had never done the work to correct the ideas that no longer serve me and my students. 
I admit this to encourage you to do the work - confront the stereotypes of high school or gender based stereotypes or culture based. Redefine them and work from that point. 
It’s worth the conversation. 
#iteach #iteachhighschoolenglish #quitstereotyping 
Also thank you @emmawatson for your #heforshe speech!",heforshe,"|Hey Nicole😍, just had a quick question if you don’t mind. Would you DM our main account @bohoseventy thanks! 👌",11
1447,1447,".
Your life will positively transform the moment  you adopt constant good behaviour and stop worrying about  who is impressed with your actions. Focus on living authentically.That's all you owe the world... .
.

Nevertheless,sometimes, it’s worth spending a lifetime proving it if the other person is important enough to you...
. .
#truequotes  #healthyliving #love #cynthiamichaelsfashiondiaries #selfdevelopment #quotes #successprinciples #truequotes #strongwoman #girlpower #selflove #confidence #instafashion #feminism #woman #heforshe #yesallwomen #mum #motherhood #success #workingwoman  #trending  #fantasy #mumlife #leadership",heforshe,"|Word👌👌|Alucobond Nigeria
#Aluminumroofing#aluminumwindowsanddoors#suspendedceilingswithledlights#curtainwalls#wallcladding#signagewithledlights#letterandnumbersignages#3D5D8Dwallpapers#wallpanels#wallmurals#forlivingrooms#bedrooms#offices#classrooms#Floorepoxy#stainlessrailings#aluminumrailings#wroughtiron#kitchencabinets#officeandtoiletspartitions#showercubicle#danpalorforwindows#carports#swimmingpools#
@16/18 Akinsola street,aluminum village,dopemu,Lagos
08035686822",54
1448,1448,".
A little bit of mystery can go a long way when building your reputation. Dont become boring and predictable.Stop expressing your prejudice on social media. You are more interesting, exciting, and attractive to the people around you when they look forward to knowing you more!!!
.
Don't let all the cats out of the bag... Keep some😁😁😁😁
.
It's friyay ladies💃💃💃💃
Need me some ice-cream 🍨🍨🍨.
.
.
.
.
.
.
.
. .
.
.
#truequotes  #healthyliving #love #cynthiamichaelsfashiondiaries #selfdevelopment #quotes #successprinciples #truequotes #strongwoman #girlpower #selflove #confidence #instafashion #feminism #woman #heforshe #yesallwomen #mum #motherhood #success #workingwoman  #trending  #fantasy #mumlife #leadership",heforshe,"|Absolutely|Was just having same conversation with my friends!!! Even in relationship maintain mystery!!!!!!|I tell you|I need some ice cream too😁 Well-done ma'am|Even in your dressing you should know what to bare and what to keep under wraps , otherwise where is the mystery??",31
1449,1449,"“Que los hombres no lloran, son fuertes, agresivos” son estereotipos de género que afectan y presionan a los propios hombres 👆🦋 #CiudadesSeguras #DDHH #DDHHMujeres #EducacionenDDHH #JusticiaDeGenero #Feminismo #Sororidad #yosoyfeminista #Mujeres #empoderamientofemenino💪 #mujeresempoderadas #ONU #ONUMUJERES #HeForShe #HeForSheVenezuela #niunamenos #niunamenosvenezuela #vivasylibresnosqueremos #nomasviolenciacontralamujer #quenadiesequedeatrás #igualdad #genero #igualdaddegenero #equidaddegenero #abogadareinabaiz #LibresySeguras #venezuela",heforshe,|🙌,7
1450,1450,"Saviez-vous qu'@emmawatson était née près de Paris ? 🇫🇷 Cette actrice de 29 ans n'est pas seulement l'héroïne de la célèbre saga Harry Potter, mais aussi une féministe engagée.

Pour une dose d'inspiration, on vous recommande  son discours féministe aux Nations Unies.⠀
( 📷 gettyimages )
.⠀
.⠀
#gloria #gloriacommunity #empowerment #girlboss #feminism #leadership #girlssupportgirls #heforshe #emmawatson #harrypotter",heforshe,|Une belle source d'inspiration... #womenpower|Donc elle a la nationalité française ?,56
1451,1451,Que nadie se quedé atrás 👆🦋 #CiudadesSeguras #DDHH #DDHHMujeres #EducacionenDDHH #JusticiaDeGenero #Feminismo #Sororidad #yosoyfeminista #Mujeres #empoderamientofemenino💪 #mujeresempoderadas #ONU #ONUMUJERES #HeForShe #HeForSheVenezuela #niunamenos #niunamenosvenezuela #vivasylibresnosqueremos #nomasviolenciacontralamujer #quenadiesequedeatrás #igualdad #genero #igualdaddegenero #equidaddegenero #abogadareinabaiz #LibresySeguras #venezuela,heforshe,|🙌,10
1452,1452,#WomensReality  #EverydaySexism #HeForShe,heforshe,|❤️❤️❤️|💪🏼💃🏻❤️|To the women who are ironing.. keep on pressing..❤️,62
1453,1453,Stay strong stay focused and stay motivate #goldsgym #goldsgymaiken #slovakboy🇸🇰 #workout #gym #fitnessjourney #fitness  #fitspiration #body #male #malemodel #inspiration #muscleup #gymlife #likeforlike #likeforfollow #beachbody #beachboy #getstrong #youcandoit #staystrong #stayhungry #menslife #blackcap #dnescvicim #dnesobliekam #dnesnosim #heforshe👫 #heforshe #bootygirls,heforshe,"|Send us a message👌🏼|💚|👍👋|🌟|🖤|👏👏👏👏👏..|💕|Loving your profile. I think you would be amazing at what we do at #MotivateME. If I was to send you some further information, would you be open to taking a look? If so, drop me a DM!|Nice!|💪🏾|Nice!|Chief me garment group!! Peep this page with no delay|Top 👍Woher kommst du 😊|this is really nice⠀🙌🏽|Great arms 💪🏻|Hey we really like your IG and we were wondering if you are intrested in modeling our products <3 DM us for more details <3|❤!!|Keep going the consistency is paying off🙌🏽|cooles Bild 💪🤗😊|😍🔥|Ruler us clothes team!! Take a glance my ig biograph in a min|Work hard💪 I love it|It's wonderful!Can we be friends dear? I’ll give U a FreeShoutout|Top 🙌",591
1454,1454,Violencia política contra las mujeres 👆🦋 #CiudadesSeguras #DDHH #DDHHMujeres #EducacionenDDHH #JusticiaDeGenero #Feminismo #Sororidad #yosoyfeminista #Mujeres #empoderamientofemenino💪 #mujeresempoderadas #ONU #ONUMUJERES #HeForShe #HeForSheVenezuela #niunamenos #niunamenosvenezuela #vivasylibresnosqueremos #nomasviolenciacontralamujer #quenadiesequedeatrás #igualdad #genero #igualdaddegenero #equidaddegenero #abogadareinabaiz #LibresySeguras #venezuela,heforshe,|🙌,9
1455,1455,#20eylül #20eylül2019 #20eylül2011 #dünyafenerbahçelikadınlargünü #kadın #heforshe #birlikteeşitiz #dişikanarya #fenerbahçe #sarılacivert #sarıkanarya #💛💙 #🇹🇷 #🌎 #🌍 #🌏 #fenerbahçelitaraftarlarbirliği,heforshe,|Dünyanın en güzel kadınları Fenerbahçeli kadınların #DünyaFenerbahçeliKadınlarGünü kutlu olsun.,71
1456,1456,#heforshe,heforshe,"|У вас там тепло и солнышко хоть? 😍|Тут тепло, але у мене складається враження, що коти, які гріються на сонечку, у минулому житті були їхали у 10 вагоні потягу 124, де нема ані опалення, ані ковдр))",38
1457,1457,#20eylül #20eylül2019 #20eylül2011 #dünyafenerbahçelikadınlargünü #kadın #heforshe #birlikteeşitiz #dişikanarya #fenerbahçe #sarılacivert #sarıkanarya #💛💙 #🇹🇷 #🌎 #🌍 #🌏 #karamürselfenerbahçelilerderneği #karamürsel,heforshe,|Dünyanın en güzel kadınları Fenerbahçeli kadınların #DünyaFenerbahçeliKadınlarGünü kutlu olsun.|💛💙💛💙💛💙,46
1458,1458,#20eylül #20eylül2019 #20eylül2011 #dünyafenerbahçelikadınlargünü #kadın #heforshe #birlikteeşitiz #dişikanarya #fenerbahçe #sarılacivert #sarıkanarya #💛💙 #🇹🇷 #🌎 #🌍 #🌏 #dişikanaryalar,heforshe,|En harika FENERBAHÇE 👏👏,32
1459,1459,"She's that senior who's everyone's favorite♥️. She believes in putting her point across honestly and unapologetically😌.
If you wanna spot her in a picture, look for the girl with that ""hand on the cheek"" 💁pose.

Presenting you ....
JOLLY THADANI - Director (Admin)

#wdc_hrcollege
#womenentrepreneurs
#respectwomen #sheforhim #independant #womenempowerment #wdc #heforshe #sheforhim #corecommittee #2019 #2020 #induction #socialmedia #media #instagram",heforshe,"|Jollyyyy❤️🙌|Cute cute❤|Omg, this is sucha cute caption❤️|Jollyyyy is the besttt🔥🔥🔥 @_jolylyly_|Besttt senior❤️❤️❤️❤️|Proud @_jolylyly_ 💙|Jolllyyyyllyyy❤️|Ayeee lovee u😻🌹 @_jolylyly_|What a caption❤️❤️|Jollyyy ❤️🔥|You go gurlll🔥😍",61
1460,1460,"👋🏽 aus München! Eine Frage, die immer wieder in Interview kommt: braucht es denn Organisationen wie @global_digital_women ? Wenn ich mir die die Entwicklung (zurück in die Steinzeit) anschaue: mehr denn je! Ich sehe Bilder von Gremien, die für Innovation stehen soll, in denen nur ein Geschlecht - das männliche - vertreten ist. Ich lese und sehe, dass weibliche Vorstände, Führungskräfte gehen, und die Stellen wieder mit männlichen Vertretern besetzt werden, ich sehe, dass der Anteil an Gründerinnen auf statistischem Tiefpunkt ist, und ich sehe, dass Frauen (und auch Männer!) mit zum Teil derart veralteten stereotypischen Vorstellungen von Rollenbildern sich rumschlagen müssen. Innovation lebt durch Vielfalt. Verschiedene Köpfe sprechen verschiedene Zielgruppen an. Und so lange es immer noch eben diese Gremien, diese Diskussionen und diese Stereotype gibt, braucht es Unternehmen, Netzwerke, Organisationen und jede*n Einzelne*n von uns, die und der aufsteht und für Diversität und Inklusion als Selbstverständlichkeit einsteht! 
Amen 😉(Interview mit @cancom.se ist in der Story verlinkt!)
.
.
#GDW #globaldigitalwomen #femaleentrepreneur #diversityandinclusion #netzwerk #entrepreneurofinstagram #heforshe #diversity #diversität #tech #digitalisierung #innovation #wortzumfreitag",heforshe,"|Ein wundervolles Wort zum Freitag, danke 👏🏻🙌🍀❤️|💪🏽 stimme euch sowas von zu; wir meinen damit ja nicht gleich Quoten, oder Emanzipation die dann die Männer wieder benachteiligt... aber was ich grad erlebe: in guten Zeiten wo es uns gut geht und wir viel Geld haben, da passt und diversity, innovation und Culture... werden die Zeiten wieder harscher und Ressourcen knapper, vergessen wir auf einmal was wir vorher als Grundwerte gepredigt haben...|Ich sage nur Caveman 😅|Ich sage nur Caveman 😅|Je viens de retirer mon revenu hebdomadaire de 10500 $ du trading binaire hier.  Tous mes remerciements à M. jeffery @jeff._robert pour m'avoir parrainé dans le trading binaire, maintenant je suis libre de vivre chèque de paye, encore merci",189
1461,1461,"Here's to our in- house multi-tasker.
She might even paint🎨 while riding a bike🚴, you never know.
Putting across her views😌 on things, she has a strong opinion😎
.
.
Presenting you.....
BHAVI JHAVERI - Asst. Admin Head

#wdc_hrcollege
#womenentrepreneurs
#respectwomen #sheforhim #independant #womenempowerment #wdc #heforshe #sheforhim #corecommittee #2019 #2020 #induction #socialmedia #media #instagram",heforshe,|❤❤❤❤|😍❤️❤️❤️|🔥🔥🔥🔥|Let's go bhaviii😍,41
