SeqNo,text,hashtags,comments,likes
658,Our boombae boss bae @kia_styles_ 🔥🖤 #boombae #bossbabe #manchestersalon #goodvibes #kiastyles #manchesterstylist #extensionist #wellastylist #weareequal #equality,weareequal,|🔥🔥🔥 x|Beautiful 🔥|That tan though 😍😍😍 xxxxxx|Gorgeous 💋,122
659,"Mental health in itself is a taboo for many  and for especially for men accessing mental health help or even express their feels seem against cultural expectations. However, slowly we are trying to break the chain of stereotypes and stigma.

On July 28, 2019 we had a wonderful experience with our campaign on “Men's Mental Health Awareness:-#MardKoBhiDardHotaHai~ Boys Do Cry” for which there was great participation from all walks of life and appreciation to highlight the issue🌟♥️ We are thankful to @raahgiri_day to support us every time 😁😁😁 Here are some snippets of our AWARENESS WALK; the PLAY focusing on emotional blockages in various stages of life which ultimately effects the mental health faced by Men as well like pressure of being the only breadwinner with no say to their career, gender stereotypes, stopping from expressing, frustrations, aggression etc.; FLASH MOB to help motivate the audience to give chance to grow healthy; ACTIVITIES conducted post-play focusing on breaking the stereotype of expressing their feelings; and ending on a positive note through a POETRY written and recited by team member! 
A huge congratulations to the each and every member of team MANSA for the appreciation by the audience who lend an open mind and positive words to spread more awareness✨💐 #MANSAforMentalHealthAwareness 
#Speakout #Reachout #Endthestigma
#mardkobhidardhotahai  #MensMentalHealth #mentalhealthforall #mentalhealthawareness #campaign #gurgaon #raahgiri #fightforemotionalexpression #weareequal #wearehumans #letsupporteachother",weareequal,|Nice aapki team Or aap,35
660,"Grinding for @team.swavy #swavytfup @teamlivid @officialteamvigilant #Vigilantrc @vigilant.snowyy @vigilant.ace  @livid.javvy @livid.rip @lividalx #mikasafn @uuhluis @swavy__boyish @swavy.havoc @swavy.steez @therealxmako @swavy.exoskull.yt @swavy.rezz @lluxnah @swavyostyn @swavy.flow @swavy.ikarazy @swavy.dimez @swavy.mud @swavy.clap @swavy.astrix @slawnnfx @swavy.eagle @swavy.boomz @swavy.glitch @swavy.loggics @zxyvfx_ @tugzy.fn @mikasafn @wiseeditz @swavy.koala @mxko2k ———————————-
~
Tag someone better than me
———————————
Follow @lnturm ———————————
Team @...
——————————-
Ignore Hashtags
~ ~ ~
#fortniteclansrecruiting #deadlyclanrc #releasethehounds #fearavy #fenzy.gg #fortnite #eqRecruiting #fortnitevbucks #fortnitegameplay #fortnite #WeAreEqual #fortnitebr #fortnitesniping #fortnitechallenges #fortnitestreamer #fortnitepc #fortnitewin #fortnitegameplay #tfue #tfueclips #ninja  #fortnitedances #avyontop #glide2krc #philthyrc #stillrc #teamriskit #rxzRc #key30krc",weareequal,"|Making logos dm me 4 one ☝️|you’re insane ! 🤩🔥 keep up that grind 👀🐐🤝|🙌|😮|💯|👀|💯|🙌|👀|👀|🐐💚|Wow|Lit|Nice|Holy|Goated|Bruh goated|The|On|Sticks|Imagine|keep grinding|Hey, you interested in joining @team.voiceless ? If so dm us and make sure to follow ❤️|Your insane 😳 if your looking for a spot on @snm.clan make sure to follow me and dm them to join ❤️❤️|Bro your insane like underrated insane.if you want you can check us out and maybe follow|Keep Grinding Bro one day you will reach your goal❤️ Don’t stop grinding who cares abt what other ppl say. Always remember this #grinddontstop. That is what I did and it helped me achieve my goal. If you are a nice person and  drop me a follow don’t be like those other toxic kids.|🔥🔥🔥🔥🔥|🤯🤯🤯🤯🤯🤯|💯💯💯💯💯|🐐🐐🐐🐐🐐🐐|😮😮😮😮😮😮|I dropped a like and a comment. do you mind doing the same thing or even a follow❤️🥺|Goated on the Sticks! 🔥🐐|I see u 👀👀🔥🔥|1v1?",60
661,"Forgot to post #friday work outfit .
.
#femmine #biggirlstatus #biggirls #fatgirl #bigbooty #bopo #allbodiesaregoodbodies #fatpositive #ssbbw #bbwlover #fatisnotaviolation #fatpositive #biggirllife #fatgirllife #aveplus #heels #boots #pumps #flats #bbw #workingmom #psootd #weareequal #longtallsally #lanestyle",weareequal,|Super cute❤️|Looking amazing 🖤❤️🖤|🍀Hello😍Pretty🦁Lets Collab🥂Dm our Main Only🌴🦁|#longtallme|The Queen,23
662,#makeamericagreatagain #maga #isupporttrump #trump2020 #amerikkka #americanstyle #landofthefree #weareequal #thereisnorace #weareallone #americathebeautiful #bluelivesmatter #copsaretops #racismiswrong #weareallthesameinside,weareequal,"|this is racist and totally unacceptable|what the fuck this is so stupid to killing only black people and please don't do that again!|What the fuck that is SOOO rude so rude|🤦🏾‍♂️ I know this is old but still wow wtf|yoza pussy come her|sickening.|This is fake if you havent figured it out yet...|Wtf black people ohhhhhh dannng is our future gonna be how it was back in the days like tf these fckin wait cause once they're fxkin shift is over for the day their just a stupid bitch ass white person not a cop so he betterbwatch his bloody mouth|Just wait bijjj|Like shut tf up|🖕🏻🖕🏻🖕🏻🖕🏻|Wtf if I was there bro I would of smack that pig shit over and they wonder why we hate pigs|This is what i want to see happen to racist cops|This thing is fake because the location of the police traffic stop is in matternia Georgia. And the location kf tbr offocer talking is in the cobb cointy police, also on top of that police have to leave their ligjts on when conducting a traffic stop at night for saftey reasons.|👱‍♂️🤜🤛🏿🙈|I got so pissed because he is saying that he'll kill my dad because he's dark.|Wow wtf|👮🏿‍♀️👮🏿‍♂️ what would he do if he saw these people|That fuking kient @jordan_setu|That’s disgusting|Wtf that is disgusting|Wtf|Black lives matter|Even tho im white but I still think that black peaple and white people have the same life... I mean would cops arrest 50 cent... NO why? Because he is rich and they can t tell him nothing Im really sorry about this situation in America but I am ashamed of this and American cops🇺🇸💔🖕🚔|@karolyn.mullins|Truth is revealed|@nevisesrom_x|🖕🖕🖕|I just think thats fair....no matter the skin colour we are all on the same earth and we should respect each other xoxo|What the actual Fuck??|I hope that cop goes to hell|Im sorry to say this but some whit people are races|Motherfuckers racist dawg|Fuck ur why just kill black people are wr better then white people or something jeo|Jeols|Wtf|They should of say that too 2pac|Tf that stupid|Not to say i am brown but fuck I offended with that shit if u said kill black people why u dont kill Obama when he is the president fucking punk|🤬🤬🤬🤬🤬🤬🤬🤬🤬😡😡😡😡😡😡😡i feel like killing you try say that in black pepole face one day you going to die and ill sit back an laugh 😂😂🤬🤬😡|Racists dogss🤬we was here on this land before you idiots come dum police|Wtf @destiny_demirjian|Wtf @rachel.buik|Wtf @soha_ahmed5|Shut the fuck up you Trump supporting dickhead. You have no place to talk about racism when the man you vote for is a fascist.|that’s fucked up 😣 doesn’t matter what you skin color is, your gender identity, we’re all the same in our own unique way. spread kindness, not hate ❤️|That’s fucked up|Horrible|What he said was wrong but he was being sarcastic 🤷‍♀️|They only fired him coz they caught him on camera|Obviously he is being sarcastic|Ha ha|@tammzzyyy|White kunt|Wow tf|🖕🖕🖕🖕 fkn dog|Oh shit I seriously thought it was a voice over. This world is fucked up.|How do you not get that hes being sarcastic|Dude, you can clearly hear him being sarcastic. He said what she was thinking, because she was scared based on videos she's watched. Durrr.|What the heck my brother can not go there then there mean|Wtf|He is so racist|Obviously being sarcastic 😂😂|Kefe|His fucking joking cause the driver was on crack or some shit|@_preciouxxo|Discussing|Wtf is he in about “we only kill black people” racist mother fucker|Racist|dIScussing what the fuck|Oscar u don't need to be that much off an a$$hole to women, women are more valuable than ur life mate stfu|Wtf|😡😠|Bitch|Ugh people like this just need to die!!|Tf|Tf fk them|😶😶😶😶😶😶|We only kill black people WTF AMERICA IS FUCKED UP IN SO MANY WAYD|😡😡|WTF that ugly racist cunt|Put the middle fingers up to the police🖕🏾|Ugh|The asians are just doing their own thing in the corner|WTF|disgusting.|WTF|Go to hell|Yeah just like fuck sarcasm right?|Fucken gronk|😱😱😱😱|Why those hashtags tho?|Ya know it's not like sarcasm exists or anything but as an officer of the law he shouldn't have said that|Yeah but the thing is they don’t actually fire the ones who have killed black people smh 🤦‍♀️|Wtffffff|Sad cunt|Check out my recent post and get featured on my account!|Wow|By my house|@pitaog.1z @lui.onesi @getfit_gobeast|@sammyhwardx|Hahah fucken Loser|White man : we only kill black people  ICE : hold my beer|😳|WTF @confessionsofamakeupaddict29|Wow @chanel4matautia @youngceeeee @peanutmatautia @pattyboy93|What a AIKAE🖕🖕🖕|@jam_ka_lu this pukefs|🖕🏽🖕🏽|Wtf?|Wtf omg|Omg rangatang|Wtf|Fuck the police|@thatkid.mee This is sad|@shaunking|Fuk Da System🖕🏽 Coripp😋|Fuck tha police|FT$|I hope he rots in hell 🤧|Wtf|Wtf|Fuk da polis 🖕🏿🖕🏿 kefe|That is sick. Wtf bro?? 🤮🤮|He needs Jesus in his life|Fkn filthy|Nahh thats pure racism|Wtf is wrong with these cops with black people? There's nothing wrong with black people, plenty of them are nice asf and don't have any harm against someone that they don't know|It’s hard to believe this video. It could be someone doing a voice over some random video. But either way the thought of the@ for even thinking like that.|Good ol America 👍🏽|Fuck white ppl they can kiss my ass|Fuckwit|Scum|Nah that just sucks😭|That cop is a prick|I'm black I'll like to see him try to kill me🔫🔫|Wtf🤦‍♀️😂😂😂|Fkn dogs, u white piece of shit,kill urself u dickhead|THIS SHIT NEEDA STOP LIKE FK UP DUDEE|lmao I’m not a racist or anything but I think the cop was joking|Bruh black is beautiful u racist fuckers 🖕🏾|@benzy_18|U r over reacting 😂😂 he’s being sarcastic how do U not see that",9981
663,"Talking a walk in the park with friends, beautiful weather conditions .
.
.
#longtallsally #aveplus #torridinsider #plussizelife #plussizefashion #bigisbeautifull #lgbt #mtf #ftm #transmen #transwoman #lesbian #girlslikeus #pride #gay #blacktranswomen #bisexual #transgender #nonbinary #acefamily #bbw #workingmom #psootd #weareequal #jeansandheels #bigbooty #jeggingsandflats",weareequal,|❤️|Your page is awesome. Drop us a message to join our team x,14
664,#littlerascals #thatsallfolks #benice #bekind #weareequal,weareequal,|I really like this!!,11
665,"Feminine SuperPowers do it better #justsaying
************************ @manfeminist
.
.
.
.
.
.

#equalityforall #inspiringwomen #womensupportingwomen #patriarchy #supportyourfriends #racialequality #feministquotes #feminismisforeverybody #womenempowered #feministsbelike #feministaf #feminst #feminismos #weareequal",weareequal,"|This is how dumb you are. Bitching about Disney characters, really nobody cares except idiets like you who want to use it to further your agenda of made up oppression. You are your own worst enemy. 😂😂😂|I honestly don’t think normal people give a shit what color a Disney Character is.|I struggle with this a bit, being an avid Disney fan. Mulan, Pocahontas, Tiana, Jasmine, even Merida. These all express diversity. I’ve never been a fan or reinventing classic characters. Making Ariel black, making 007 a woman. We don’t need pity conversions as women and minorities. Make me a fresh brand new badass black character. Create a killer new spy series who is a woman. 💙|@eflores_07 👏🏼|Yasmin has s a woman I follow. She was harassed out of Australia for pointing out on Anzac Day a couple of years ago the hypocritical thinking that remembers past dead soldiers but ignores the victims of war we are illegally keeping in offshore camps.|Coming from the same people who are against white washing but are totally ok when a poc replaces a white character 🤦‍♂️😒 and Disney wouldn’t change the race of Mulan or Pocahontas or any other Princesses who are woc hypocrite 🙄",194
666,"Become a woman comfortable in her own skin.
************************
HEY EVERYONE HOW’S IT HANGIN
-
-
-
-
-

#istandwithpp #intersectionalfeminist #bodyposi #womenempoweringwomen #inspirationalwomen #feministasfuck #intersectional #socialresponsibility #feminismtag #weareequal #feministpower #womensequality #feminismisequality #mybodystory #menempoweringwomen #fempower #egalitarianism #feministmovement #equalrightsforall #feminismos",weareequal,|Was it trumps agenda when Obama did it or Bill Clinton? 😂😂😂😂 idiet|✊🏿✊🏾✊🏽✊🏼|Do you know they will put out an amber alert even if 😂😂😂😂😂😂 child isn't white. you're an idiot|I’m here in so cal and virtually every amber alert involves an Hispanic child.|Everyone's seen the AOC video so no need to say anything|👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽we got to support each other 🇵🇷🇺🇸women helping other women,212
667,"Hey my loves, just your overly nice transfemme drag dumpster fire checking in to let you know I'm done being sweet and kind for no reason. If you shit on my family, friends, or ANYONE FOR NO FUCKING REASON OTHER THAN YOUR BIGOTRY, I'm gonna call your ass out. I watch too many people get shunned, hurt or killed for being themselves. I'm not about to let a cis white gay man degrade a member of my family because you don't see the value (financially or even as a human) of the person you are choosing to take a shit upon.

We fight for acceptance too. Just because you can survive in this world without too many questions doesn't mean you can start being part of the problem. Don't forget, white cis gays are still ""less than"" to many people. 
I'm still a sweetheart, shit on me. Cool, I'm a big girl. I've lived through worse. But my community, my FAMILY are entitled to respect. And I will fight and bleed till they have it in equal amounts.",weareequal,|#autoimmune #arthritis #chronicpain #chronicillness #queer #gayguy #gaydenver #nonbinary #gaymer #dragqueen #dragfamily #drag #denverdrag #fortcollinsdrag #babyqueen  #avaobscura #trashqueen #trans #freak #coloradodrag #denverdragqueen #supportlocaldrag #istandformyfamily #weareequal #donttestme,19
