SeqNo,text,hashtags,comments,likes
553,254,"Have you been fired? Looking for DIY help you can afford? 💰 .
Our goal with this book is to help you help yourself. ✅ .
Lawyers are expensive! Spending a bunch of money when you’ve just lost your job is not something that most people feel like they can do, but often they have rights they aren’t aware of. .
Not arming yourself with information could mean that you’re leaving money on the table. We want to help you get that money! 😎 .
So, if you’ve been fired this book is for you.
.
Get your copy of “So You’ve Been Fired” now - Clickable link in bio @springlawfirm",wagegap,|#SpringLawFirm #employment #humanrightslaw #employment #EmploymentLaw #HRlaw #cdnlaw #emplaw #lawblog #EmployerResources #WorkplacePolicies #HR #unemployed #legalmarijuana #cannabis #PayEquity #PayTransparency #PayGap #WageGap #HumanResources #unemployedgraduate #startup #jobsearch #jobsearchtips #smallbusiness #career #Techstartup #termination #jobsearching #jobsearchadvice|Work at home and get paid if you are interested DM e#unemployed #unemploymentlife ntsucks #unemployment #unemploymentlife,5
554,255,"‘A feminist view on gun ownership’. Handpainted glass vase, acrylic, sausage, 16x16x30cm (6x6x12”) 2019. On view at Art The Hague, 2-6 october 2019, The Hague, Netherlands. 💪❤️✊
.
#artthehague #popinnart #vrouwenkiesrecht #artfair #modernart #contemporaryart #wagegap #Womenssuffrage 💯 #womensrights #nastywomen #restist #feminist #votingrights #guncontrol #activist",wagegap,|👏👏👏😂|👏❤️😍|😆😆😆😆 gaaf!!!,36
555,256,,wagegap,"|This is fire🔥|#build #learn #grow #growthmindset #entrepreneur #entrepreneurwoman 
#hustler #dreamchasers #balance #priorities #personaldevelopment  #professionaldevelopment #speaker #consultant #coach #transformation #wagegap #womenhelpingwomen|Preach @melbcook 💯",28
556,257,"Marlien Venema, Fuck You Big Bad Wolf I, mixed media op hout, Ø40cm, 2019.
.
.
#marlienvenema @artthehague #artthehague #popinnart #vrouwenkiesrecht #artfair #modernart #contemporaryart #wagegap",wagegap,|Mooi werk (en titel)!,50
557,258,"Kate van Harreveld, 'Am I in your secret rendez vous', potlood en acrylinkt op karton, Ø30cm, 2019.
.
.
#katevanharreveld @artthehague #artthehague #popinnart #vrouwenkiesrecht #artfair #modernart #contemporaryart #wagegap",wagegap,|⭐️,64
558,259,"Got an hour to spare? Sign up for one of our FREE online negotiations workshops with @aauwnational and get the strategies you need to make the strongest possible case for a new job, a raise, a promotion or better benefits. Link in bio to register! 
#AskForMoreNYC #newyorkcity #salarynegotiation #nyc #nycwomen #womensempowerment #wagegap #genderwagegap #womenatwork",wagegap,|💓👌🙌🔥🔥🔥|I’m interested in an online workshop but when I navigate to it - it takes me to workshops that are in person. Can you provide me the link?!|Great skill to have|🙌🏾👏🏾|That M14 line is REAL.,236
559,260,"-Lila🌼💛
•
•
•
#feminism #feminist #equality #blm #lgbtq+ #safespace #pride #equalpay #mybodymychoice #prochoice #snowflake #support #reproductiverights #savethebees #scienceisreal  #asexual #bisexual #pansexual #wagegap #abortion #loveislove #gayagenda #fem #gay #trans",wagegap,|you. i like you.|Yeah. Because it’s not like it’s illegal to do public shootings,1319
560,261,"Sorry, we're too privileged for that...
.
#feminist #feminism
#antifeminism #antifeminist #antifeministas #woman #man #sexist #meme #equality #wagegap #consent #period #equalpay #whatifrichwhitestraightmendidntruletheworldanymore",wagegap,"|I mean, something that's not taught is that a large amount of the deaths in D-Day were also minorities.. random fact.. and white men are under attack everyday, just for being white men!|They'll probably pull some shit like there were 3 women in dday come on|Y’all realize that there’s different ways to be attacked...?|I really don’t u were attacked in 1944, ud be dead by now|Pls dm me I have bare facts 4 u|That ain’t feminism, that’s extremism. You tripping💀💀|Why is it specifically against white man I mean I'm pretty sure a black man can sexually/verbally assalt a woman too|Wars are white men's fault. They are there because they made war 🙃",182
561,262,"The gender pay gap might close by 2059, but this isn’t the case for all women⠀
⠀
“Hispanic or Latinx women might have to wait until 2224, and black women's equal pay might arrive at 2119, when measured against their white male coworkers.”⠀
⠀
@mindaharts, CEO and cofounder of @myweeklymemo, a career-development community platform, offers experience-based advice for #blackwomen in their careers. #GenderParityNow ⠀
⠀
Read more: https://buff.ly/2NOf7x9⠀
.⠀⠀
.⠀⠀
#womenintechnology #womenentrepreneur #womenowned #womenentrepreneurs #womeninbiz #femaleleadership #womeninpolitics #womenleadership #gendergap #genderbias #womenequality #womenequalityeveryday #womenequalityday #womenempoweringwomen #inclusionanddiversity #inclusion #diversity #womenempowerment #genderequity #womeninbusiness #womenleaders #choosewomen #wagegap #GenderEquality #genderpaygap #equalpayday #GenderParity #paygap",wagegap,|✊🏽|Than why Isint the workforce all women,5
562,263,"NEW ON OUR BLOG! Workplace Sexual Harassment in the Entertainment Industry 🎥
.
It would be naive to presume that all workplaces are safer since the Me Too movement gained steam in 2017. .
Read the FULL ARTICLE on our blog - clickable link in bio @springlawfirm 👀‼️",wagegap,|#MeToo #WorkplaceSexualHarassment #Bombshell #SexualHarassment #EntertainmentIndustry #Harassment #SpringLawFirm #employment #humanrightslaw #employment #EmploymentLaw #HRlaw #cdnlaw #emplaw #lawblog #EmployerResources #WorkplacePolicies #HR  #PayEquity #PayTransparency #PayGap #WageGap #HumanResources #HumanResourcesLaw #startup #entrepreneur #NewBusiness #smallbusiness #smallbiz #Techstartup,8
563,264,"I’m not funny, this joke sucks",wagegap,|#irony #comedy #satire #wagegap #jokes #standup #standupcomedy #standupkindaguy #notparalyzed #meme #cosby #rapeculture #selfloathing #cunt|I thought it was kinda funny,25
564,265,"For my Vermonters out there - I’ll be at @rutlandyoungpros Summit on Sat. Sept. 14 sharing the Art of #salarynegotiation! 
I asked for (and successfully received) my first raise at age 16. I don’t know where I learned this - but I knew I was contributing more and decided to ask‼️ It's easy to leave money on the table. Why? For most of us, even the thought of negotiating for a better pay and circumstances makes us nervous. 😖We tell ourselves “I’d be greedy to ask.” or “They won’t like me.” We may not know where to start or what words to use. So we take what is offered.

Here’s the thing: asking for more money, benefits, and a better work situation is a skill you CAN learn and start practicing right now. ⏱Hey, you may even be doing this without realizing it! 
I’m going to teach you how. We'll get you to a place where you're feeling confident and ready to avoid the traps that many of us fall into. L E A R N  T H E S E  S K I L L S.",wagegap,|#ypsummitvt changethestoryvt #ladiesgetpaid #negotiation #maketheask #moneydatenight #coaching #moneycoach #money #womensequalityday2019 #genderequity #wagegap #closethepaygap|It looks like it’s been cancelled – do you know if they’ve rescheduled yet?,9
565,266,"It is a fallacy that women only earn less because they choose careers that pay less. The wage gap is present across nearly all industries. If you want to learn more about those statistics, check out my blog post!⠀
.⠀
#FinancialFreedom #Feminism #MoneyCircle #MoneyCoach #FinancialCoach #FinancialLiteracy #MoneyTips #MoneyMindset #financialfeminism #financialsecurity #financialhealth #financialfreedom #personalfinance #goals #dreams #values #tips #financialfeminist #spending #spend #budget #budgeting #save #saving #savings #PersonalFinancebyWomen #wagegap #equality #equalpay",wagegap,"|The 77-cents-on-the-dollar statistic is calculated by dividing the median earnings of all women working full-time by the median earnings of all men working full-time. In other words, if the average income of all men is, say, 40,000 dollars a year, and the average annual income of all women is, say, 30,800 dollars, that would mean that women earn 77 cents for every dollar a man earns. 30,800 divided by 40,000 equals .77. But these calculations don’t reveal a gender wage injustice because it doesn’t take into account occupation, position, education or hours worked per week.
Even a study by the American Association of University Women, a feminist organization, shows that the actual wage gap shrinks to only 6.6 cents when you factor in different choices men and women make. And the key word here is “choice.” The small wage gap that does exist has nothing to do with paying women less, let alone with sexism; it has to do with differences in individual career choices that men and women make. In 2009, the U.S. Department of Labor released a paper that examined more than 50 peer-reviewed studies and concluded that the oft-cited 23 percent wage gap “may be almost entirely the result of individual choices being made by both male and female workers.” Well, let’s look at some of those choices.",21
566,267,"Christine Bittremieux, ZT, olie op canvas board, Ø40cm, 2019.
.
.
#christinebittremieux @artthehague #artthehague #popinnart #vrouwenkiesrecht #artfair #modernart #contemporaryart #wagegap #collect",wagegap,|#tondo,43
567,268,"Andrea Radai, Mirror mirror on the wall 9, oil on canvas, mirror, metal frame, Ø17cm, 2019.
.
.
#andrearadai @artthehague #artthehague #popinnart #vrouwenkiesrecht #artfair #modernart #contemporaryart #wagegap",wagegap,|#tondo,42
568,269,"Barbara van Marle, 2019.
.
.
#barbaravanmarle @artthehague #artthehague #popinnart #vrouwenkiesrecht #artfair #modernart #contemporaryart #wagegap",wagegap,|Wow 😮|#tondo|Mooie Barbara 👌,53
569,270,"Fabulous outtakes from “Counting the Hours” 🌟 I have so many terrific photos from the photo shoots with my participants that I thought I’d share a few as a way to introduce you to these amazing women. More in the next few days!
- - - - - 
Dawline-Jane Oni-Eseleh @disfordilettante is an Oakland, CA based visual and teaching artist. An avid photographer, she employs a vast catalog of visual notes and memories to create her work. Dawline-Jane uses a range of media including relief printmaking, pen and ink, photo transfer and encaustic. Her work has been exhibited nationally as well as locally across the Bay Area, internationally and in print and online publications. - - - - - 
Counting the Hours
ART, DATA, AND THE UNTOLD STORIES OF WOMEN’S WORK
.
New art exhibition by Sawyer Rose and The Carrying Stones Project
at Code & Canvas @codeandcanvas , 151 Potrero Ave., SF
September 19 through November 2, 2019
.
Opening Reception
Thursday, September 19, 2019, 6-9 p.m.
At Code & Canvas, 151 Potrero Ave., SF
With performance by RAWdance @_rawdance at 7:30pm.",wagegap,"|.
.
.
.
.
.
.
.
.
.
#art #fineart #contemporaryart #installationsculpture #publicart #sanfrancisco

#nonprofit #nonprofitart #activistart 
#datavisualization #dataviz 
#dataanalytics #data #infographic 
#equalpay #equalpayday #genderpaygap #genderparity #wagegap

#womenswork #WomenSupportingWomen #womenartists  #womanartist  #feministart #feminism #carryingstones #carryingstonesproject #seewomenswork 
#countingthehours|✨🔥✨",42
